"sex","aage","AJBHRS","ancars","ahhsize","aqfedhi","arace","aregion","atenure","avote","afiyr"
2,41,35,"1","4","7","1","13","2","2",15678.615234375
1,24,40,"1","4","9","1","11","2","3",9096.599609375
1,34,37,"2","4","2","1","8","2","3",23709.23828125
1,44,25,"2","4","3","1","3","2","8",21103.201171875
1,32,42,"1","4","12","1","16","2","2",14944.900390625
2,55,16,"1","2","12","1","2","3","1",3190.0485839844
1,20,48,"2","5","7","1","18","1","1",6373.6059570313
1,34,35,"1","2","12","1","8","2","2",20058.59375
1,33,35,"1","2","7","1","4","2","1",20869.591796875
2,43,35,"2","1","7","1","3","2","1",21400.623046875
1,61,35,"2","2","4","1","11","2","3",36030.703125
2,39,18,"1","4","2","5","2","2","2",8597.060546875
2,45,37,"1","3","7","1","3","2","1",9800
1,15,8,"0","3","13","1","9","3","3",657.7800292969
2,33,8,"2","4","7","1","3","1","1",3582.7087402344
2,24,25,"2","4","6","1","3","2","6",4194.736328125
1,41,37,"2","6","1","1","13","2","1",26687.92578125
1,55,36,"1","3","6","1","9","1","2",27020.32421875
2,17,8,"1","4","7","1","3","2","2",2.6646153927
2,28,38,"3","3","5","1","9","2","3",13622.3671875
1,59,39,"1","2","4","1","7","1","1",9763.265625
2,28,14,"2","4","9","1","3","2","2",3076.4645996094
2,19,37,"1","2","7","1","8","2","2",5335.515625
2,30,10,"2","5","9","1","3","2","10",2906.2514648438
1,67,40,"2","2","10","1","4","1","8",11943.419921875
1,35,40,"0","4","12","1","3","3","1",13699.7314453125
1,21,39,"1","5","6","1","6","2","1",8250.8408203125
1,51,37,"1","3","6","1","18","2","2",12267.3603515625
1,49,37,"1","4","6","1","6","2","2",20504.15234375
1,44,35,"2","2","4","1","13","2","1",15768.0419921875
2,37,18,"1","4","7","1","5","2","1",6424.349609375
2,17,39,"0","4","7","1","18","3","2",135.0519714355
1,43,37,"1","5","6","1","17","2","1",15481.3515625
1,53,37,"2","2","2","1","16","2","3",16530.625
1,25,39,"0","3","7","1","12","3","1",5876.2587890625
2,32,38,"1","4","7","1","18","2","3",17588.859375
1,48,55,"3","3","12","1","18","2","1",47101.16796875
1,36,40,"2","4","4","1","12","2","3",19994.23046875
1,21,40,"2","3","6","1","3","2","1",10816.015625
1,40,35,"1","3","12","1","12","3","2",9784
1,47,40,"2","3","12","1","2","2","2",18006.95703125
2,27,35,"0","1","7","1","2","2","10",9003.6953125
1,32,35,"0","1","4","3","18","2","2",2268.927734375
2,24,25,"2","3","5","1","18","2","4",8336.6044921875
2,23,40,"2","2","7","1","2","2","1",12000
2,55,37,"1","2","3","1","2","1","1",20709.63671875
2,40,40,"1","2","8","1","13","2","1",7537.3999023438
1,32,35,"1","2","1","1","17","2","2",11464.619140625
1,19,38,"0","4","7","1","8","3","2",5596.2001953125
1,74,7,"1","2","12","1","3","1","1",4748.5966796875
1,55,35,"2","4","4","1","5","2","3",34610.2421875
1,40,37,"1","4","4","1","3","2","2",17825.419921875
2,58,35,"1","2","2","1","2","8","3",13970.6611328125
1,41,40,"0","5","12","1","3","3","3",8451.5009765625
1,47,37,"2","3","2","1","11","1","1",22792.30859375
2,47,40,"3","4","9","1","16","2","2",9233.810546875
1,23,37,"1","2","7","1","4","2","1",15004.619140625
2,25,50,"0","1","2","1","2","7","1",21019.34765625
2,43,28,"1","2","6","1","18","3","1",18945.326171875
2,28,35,"2","2","4","1","1","2","2",15532.7421875
2,42,34,"2","3","2","1","3","2","1",23745.365234375
2,46,97,"2","2","5","1","17","1","1",23229.322265625
1,24,38,"0","3","9","1","8","1","10",10020.74609375
1,40,40,"1","1","7","1","5","1","3",13145.4970703125
1,44,38,"2","2","11","1","7","2","1",13775.400390625
1,46,45,"1","3","4","1","8","2","2",14869.1630859375
2,30,35,"1","3","2","1","18","2","2",14781.08984375
1,45,60,"3","4","7","1","13","2","3",17926.181640625
2,56,5,"2","2","4","1","2","1","1",3776.044921875
1,59,39,"1","4","12","1","4","1","3",7913.2036132813
1,54,38,"2","2","4","9","3","2","3",35436.25390625
2,28,16,"2","3","4","1","8","2","6",5385.8344726563
1,41,35,"1","1","4","1","18","2","1",10996.154296875
2,27,38,"2","2","7","1","6","2","1",10184.62890625
2,21,37,"2","3","7","1","3","2","1",6546.7504882813
1,43,39,"0","5","12","1","18","2","2",6154.7578125
1,29,37,"1","2","2","1","6","2","1",14866.974609375
1,26,37,"1","2","6","1","18","2","2",10144.064453125
1,50,35,"2","4","12","1","6","4","1",7316.591796875
1,38,40,"1","4","12","1","6","2","1",11440
2,60,17,"0","1","12","1","17","3","10",3093.8134765625
2,51,18,"0","3","12","1","13","3","2",3542.7399902344
2,25,39,"0","2","2","1","1","2","2",12004.619140625
1,20,39,"1","4","7","1","3","-9","10",7610.9892578125
1,29,40,"1","4","7","1","18","7","2",6757.6000976563
2,35,40,"2","3","7","1","11","2","1",9849.6533203125
2,31,16,"1","4","7","1","8","2","1",5693.2514648438
2,30,39,"1","2","7","1","8","2","3",8576.7998046875
1,18,39,"3","5","7","1","12","1","2",7064.6196289063
2,45,13,"0","4","12","1","18","3","2",1812.7114257813
1,29,45,"1","4","7","1","4","2","10",9347.498046875
1,54,45,"2","2","1","1","11","2","3",37214.53125
2,19,39,"1","2","6","1","18","6","4",5044.8471679688
2,44,35,"2","2","1","1","3","2","1",30553.357421875
2,20,40,"2","3","12","1","13","1","2",4678.2998046875
2,37,22,"0","4","12","1","11","3","2",9761.298828125
1,17,38,"2","5","7","1","12","2","1",3786.6323242188
2,41,15,"2","4","12","1","10","2","3",4544.958984375
1,33,37,"1","3","2","1","4","2","7",19399.08203125
1,32,37,"1","3","7","1","17","2","1",8427.4130859375
2,30,6,"0","3","7","1","18","3","3",7039.822265625
2,49,2,"2","3","12","1","4","2","1",1882.3276367188
1,42,36,"1","5","1","1","2","2","1",26624.931640625
2,33,42,"1","4","7","1","4","2","2",5062.8901367188
2,24,38,"1","5","5","1","1","7","1",11613.5888671875
1,30,40,"1","2","6","1","2","2","3",22815.59375
2,41,16,"2","3","6","1","9","2","3",2425.0400390625
2,28,12,"1","3","7","1","3","2","1",2879.3837890625
1,36,40,"2","2","4","1","5","2","1",26060
1,60,40,"1","3","12","1","2","6","1",14523.931640625
1,32,38,"1","3","2","1","18","2","2",17586.791015625
2,41,15,"3","4","5","1","3","2","1",9572.126953125
1,50,40,"1","2","4","1","17","2","3",14867.76953125
1,42,40,"1","1","2","1","3","2","2",18288.064453125
2,31,40,"1","1","6","1","3","6","1",12064
1,34,39,"1","2","12","1","6","2","2",5705.7158203125
2,45,20,"1","2","12","1","3","1","3",6313.4780273438
1,36,78,"1","5","4","1","4","5","2",24793.466796875
1,24,48,"0","4","6","1","18","1","6",9257.134765625
2,36,10,"2","5","7","1","3","2","1",3468.5659179688
1,40,38,"1","4","12","1","8","2","2",15680
2,40,1,"0","4","12","1","13","3","2",1923.1977539063
2,19,39,"1","4","7","1","7","3","10",6043.6630859375
1,54,37,"2","4","12","1","11","6","3",7682.771484375
2,28,15,"2","4","8","1","4","2","10",3653.759765625
2,26,37,"2","4","7","1","15","3","2",11858.392578125
1,35,37,"2","5","4","1","14","2","3",24826.28125
2,29,40,"1","2","7","1","17","2","2",9624.4638671875
1,56,37,"1","2","12","1","15","2","2",12275.599609375
2,39,6,"1","4","12","1","12","3","2",843.2062988281
1,35,40,"1","4","12","1","11","2","2",8670.109375
2,30,10,"1","4","12","1","6","2","6",2502.7075195313
2,38,20,"1","6","12","5","7","1","2",6077.4169921875
2,47,35,"1","2","12","1","17","6","5",5282.0322265625
2,34,37,"1","3","7","1","11","2","1",23809.658203125
1,41,38,"3","4","7","1","8","2","3",17916.466796875
2,39,35,"2","5","9","1","3","2","1",7973.4638671875
1,29,39,"1","4","7","1","3","2","2",15105.216796875
1,20,37,"3","5","6","1","16","2","1",7682.998046875
2,41,18,"1","5","12","1","6","2","1",2717.5588378906
2,39,36,"1","2","1","5","2","2","2",18626.095703125
1,18,48,"2","4","7","1","2","2","1",922.6578369141
2,58,60,"3","3","12","1","3","1","1",1560
1,57,39,"1","3","12","1","13","3","2",16194.25
2,20,50,"1","5","9","1","5","6","2",4654.5844726563
2,32,4,"1","2","7","1","15","4","2",1728.6004638672
1,19,40,"1","2","7","1","3","2","3",6873.1137695313
1,18,38,"1","3","4","1","18","2","10",3294.6652832031
2,59,15,"2","3","7","1","11","2","1",5342.2250976563
2,46,20,"1","2","12","1","12","4","1",6240
1,25,60,"1","3","7","1","8","3","1",9190.3251953125
1,41,8,"0","2","7","1","8","3","1",11284
1,16,32,"3","4","7","1","16","1","2",265.8165283203
2,61,37,"0","1","8","1","17","3","2",10941.578125
1,30,40,"2","4","7","1","3","3","1",10803.92578125
1,36,37,"0","4","12","1","18","3","10",13946.7509765625
2,40,35,"1","2","8","1","3","2","1",19909.884765625
1,39,40,"1","4","4","1","3","2","1",11395.1162109375
2,34,22,"1","4","7","1","18","2","2",4377.1059570313
1,47,40,"2","3","12","1","8","2","2",16454
1,22,40,"1","4","9","1","17","2","10",9356.599609375
2,26,32,"0","3","4","1","1","7","10",3481.8745117188
2,20,40,"0","2","8","1","3","7","2",7915.2099609375
2,60,3,"1","2","7","1","5","1","1",3875.4521484375
1,32,38,"1","3","4","1","2","3","10",16793.708984375
2,18,40,"1","3","7","1","12","2","10",4250.0229492188
1,33,37,"1","2","6","1","16","1","2",11801.83984375
1,25,50,"2","4","6","1","5","2","1",12215.599609375
1,27,50,"1","2","7","1","3","2","2",11131.166015625
1,37,40,"1","4","7","1","11","2","3",12643.36328125
1,20,39,"2","3","7","1","18","3","2",6157.7880859375
2,47,38,"1","1","7","1","16","1","3",10606.400390625
1,26,36,"1","3","7","1","4","3","2",2547.0400390625
2,33,7,"1","4","8","1","12","2","3",2986.916015625
1,55,40,"1","2","12","1","5","6","2",7932.935546875
2,30,37,"1","1","7","1","3","2","1",12802.0263671875
1,34,37,"1","1","3","1","3","2","3",14916.236328125
2,42,22,"1","4","12","1","2","3","3",4700.8325195313
2,37,37,"2","2","2","1","13","1","6",9339.21875
2,63,39,"1","2","12","1","17","2","2",7636.462890625
1,42,36,"2","6","4","1","3","2","2",16247.421875
2,59,13,"1","3","12","1","16","4","2",2442.8598632813
2,35,12,"0","6","12","1","3","4","2",3233.6591796875
2,53,22,"1","3","12","1","18","2","2",3757.455078125
1,62,37,"0","3","6","1","6","1","1",19449.72265625
1,47,50,"3","4","7","1","4","2","1",11407.390625
1,33,40,"1","2","7","1","5","2","2",10582.369140625
2,31,17,"1","3","6","1","16","2","2",5986.1274414063
1,39,24,"1","4","2","1","15","2","2",17761.201171875
1,62,48,"1","4","7","1","18","3","2",11135.173828125
1,43,39,"2","3","12","1","9","2","2",7430.376953125
1,26,39,"1","1","4","1","17","2","10",11198.064453125
2,41,10,"2","4","8","1","3","2","1",3146.2587890625
1,58,35,"1","3","7","1","5","2","1",20407.8515625
1,44,39,"1","2","7","1","16","3","2",14348.83984375
2,49,42,"0","2","6","1","9","2","2",15668.6943359375
2,32,5,"1","2","9","1","9","2","1",8142.9389648438
1,49,37,"3","3","7","1","6","2","1",16042.7197265625
1,37,35,"1","4","4","1","9","2","1",22809.23828125
1,48,37,"3","5","10","1","6","1","1",17701.62109375
1,16,8,"3","5","7","1","2","2","11",60
2,46,25,"2","4","12","1","18","2","1",7425.91796875
1,43,42,"1","4","7","1","3","2","1",22630.498046875
2,49,18,"0","3","12","1","10","3","2",4990.25
1,64,40,"1","2","6","1","8","1","1",12321.580078125
1,29,44,"1","3","7","1","3","2","1",17023.099609375
1,43,38,"1","3","2","9","7","2","2",18231.82421875
1,42,40,"2","3","6","1","3","2","1",8793.845703125
1,37,39,"1","5","12","1","5","2","3",16793.958984375
1,26,35,"1","2","6","1","18","2","2",16971.998046875
2,30,37,"2","2","2","1","16","2","1",13721.4892578125
1,32,37,"1","2","9","1","6","2","10",10699.62890625
2,24,36,"2","3","7","1","10","1","2",1885
1,53,40,"1","1","4","1","1","2","3",21076.166015625
1,43,50,"2","5","12","1","14","2","2",15140
2,39,40,"1","4","12","1","14","3","1",7140.373046875
2,49,39,"0","4","4","6","1","1","2",10387.0234375
2,26,38,"2","2","5","1","11","2","3",8426.8271484375
2,54,15,"1","5","12","1","2","2","1",2400.78515625
1,32,30,"1","5","2","1","12","3","1",8523.3515625
1,20,39,"1","5","6","1","18","3","2",6951.1137695313
2,44,32,"1","4","2","9","13","2","3",12602.2587890625
2,48,37,"1","3","4","1","3","6","2",17184.18359375
1,25,39,"1","4","7","1","3","4","10",16232.3076171875
2,30,38,"0","2","9","1","3","2","1",7524.5537109375
1,38,43,"1","5","7","5","3","2","2",14858.62890625
2,33,39,"1","4","9","1","16","5","10",7681.7163085938
1,31,60,"1","1","6","1","4","2","1",21447.2421875
1,55,39,"2","2","6","1","11","2","1",11332.46875
2,46,38,"2","2","6","1","3","2","1",10648.40625
1,17,9,"2","4","6","1","18","2","11",243.7743682861
2,52,20,"2","4","12","1","13","2","1",5188.25
2,26,36,"1","3","2","1","2","2","3",16636.671875
1,57,40,"1","2","12","1","12","2","2",13075.400390625
2,19,39,"2","5","6","1","3","2","1",5630.9428710938
2,46,8,"3","3","12","1","14","2","1",1691.5999755859
2,30,21,"1","4","12","1","14","3","2",1632.5092773438
2,28,38,"1","3","5","1","11","4","2",12265.4072265625
1,57,40,"1","2","10","1","9","1","2",10170.2802734375
1,35,35,"2","4","6","1","7","2","1",19649.5390625
1,52,40,"1","4","12","1","11","2","2",2888.9697265625
2,40,39,"0","2","12","1","3","7","10",7102.0356445313
1,37,35,"2","4","2","1","3","2","3",40151.69921875
2,31,39,"0","1","9","1","9","3","2",7017.5
2,71,3,"0","1","12","1","6","3","1",3769.759765625
2,46,37,"2","5","7","1","3","2","3",6017.248046875
2,26,35,"1","2","7","1","4","2","1",9218.671875
1,50,39,"1","3","12","1","4","5","2",4705.5
1,23,37,"1","2","2","1","5","2","3",21238.5703125
1,40,40,"1","4","7","1","6","2","1",17413.599609375
1,43,42,"2","6","6","1","3","2","1",18093.69140625
1,34,40,"1","1","7","1","4","7","2",17652.42578125
2,54,16,"1","3","7","1","2","7","1",3031.7685546875
1,31,62,"1","4","2","1","18","2","1",23361
1,51,40,"1","3","12","1","10","2","2",15660
1,26,40,"1","1","4","1","3","2","1",21986.212890625
1,26,42,"1","4","9","1","6","2","1",12111.5400390625
2,29,14,"2","4","6","1","9","2","1",3451.5888671875
1,31,42,"1","4","4","1","4","5","1",22868.40625
2,42,26,"1","3","7","1","3","2","1",7988.7275390625
2,40,19,"1","4","3","1","6","1","3",14593.8984375
1,24,38,"1","2","4","1","18","2","1",12531.4228515625
1,55,37,"3","5","7","1","3","2","2",18174.9140625
2,23,41,"1","4","7","4","7","3","2",5665.8203125
2,49,39,"1","2","12","1","4","3","1",7273.6401367188
1,35,37,"2","2","2","1","3","2","1",25110.85546875
2,39,64,"1","4","7","1","6","5","10",2689.427734375
1,21,39,"2","5","7","1","4","1","7",5309.931640625
2,27,4,"1","2","9","1","10","2","3",5608.9887695313
1,38,38,"1","4","6","1","3","2","3",20407.8515625
1,29,39,"2","3","6","1","7","2","1",22648.94921875
1,30,35,"0","1","6","1","9","2","6",8403.173828125
2,20,37,"1","6","9","5","7","1","2",4160.28125
1,44,38,"1","4","4","9","4","2","2",21124.970703125
2,44,39,"2","2","6","1","18","1","1",8136.7998046875
1,22,39,"1","2","7","1","6","2","2",8253.7470703125
2,20,37,"2","2","6","1","6","2","1",5710.2709960938
1,53,37,"3","3","7","1","2","1","3",13796.0361328125
1,25,55,"2","3","7","1","2","2","10",17430.375
2,26,38,"2","4","7","1","11","2","2",7640.0810546875
2,42,37,"2","3","8","1","3","3","6",3195.12890625
2,34,30,"2","3","7","1","7","2","1",4003.6953125
1,59,36,"1","2","6","1","9","1","1",18013.19921875
1,37,35,"1","3","4","1","17","2","2",22877.55078125
1,23,38,"1","4","2","1","15","1","2",7204.7426757813
2,24,6,"1","3","7","1","18","2","1",5850.6015625
2,42,25,"0","5","9","1","17","3","2",2994.6845703125
1,17,8,"3","4","7","1","8","1","11",2406.7470703125
1,56,37,"2","2","4","1","3","2","1",53703.33984375
1,25,37,"1","2","4","1","16","2","1",15659.09765625
2,54,37,"2","2","12","1","6","1","2",10502.3203125
1,53,39,"3","2","4","1","4","1","1",12165.5
1,60,39,"2","2","7","1","3","1","1",14705.54296875
2,18,48,"0","2","11","1","18","3","4",4758.57421875
1,55,42,"3","2","6","1","3","2","1",23109.0078125
1,40,38,"1","4","12","1","2","3","1",5046.5385742188
2,47,30,"2","3","3","1","4","1","3",17070.625
1,39,37,"2","4","4","1","3","2","1",16684.076171875
1,23,40,"0","2","10","1","6","7","10",5572.951171875
1,18,40,"0","5","9","1","17","3","2",5730.568359375
2,22,40,"1","4","8","1","2","7","6",9495.525390625
1,28,41,"2","2","4","1","8","2","1",20059.9296875
2,30,37,"2","2","3","1","5","2","1",4628.3862304688
2,51,38,"1","2","8","1","2","3","11",9315.1162109375
2,66,8,"1","2","8","1","3","1","2",3934.5056152344
1,46,37,"2","4","2","1","3","2","3",26985.0078125
1,36,40,"1","2","4","1","6","2","1",18056.79296875
1,20,17,"3","3","4","1","6","2","2",749.749206543
2,19,8,"0","3","6","1","11","1","10",1100
1,32,39,"1","2","6","1","18","2","2",11256
1,45,37,"1","4","4","1","3","2","2",20281.36328125
2,48,38,"1","3","6","1","18","2","2",12630.5947265625
2,21,37,"1","2","7","1","15","2","1",6943.6616210938
2,40,20,"1","4","7","1","7","2","1",5649.1225585938
2,32,40,"1","1","3","1","15","2","2",17045
2,51,37,"1","2","8","1","8","1","1",9483.5107421875
2,31,20,"1","3","7","1","1","3","2",7465.37109375
2,54,20,"1","3","12","1","15","1","8",3336.3862304688
1,39,40,"1","3","12","1","7","1","1",3460
1,21,40,"2","3","4","1","18","2","4",6817.234375
1,19,42,"1","2","7","1","3","6","1",8447
1,60,43,"1","2","12","1","8","1","2",9826.7001953125
2,22,37,"1","3","7","1","9","2","2",4626.3999023438
1,35,38,"2","4","6","1","2","4","2",14743.68359375
2,31,15,"1","3","11","5","3","2","1",3447.6362304688
1,25,37,"1","4","12","1","17","2","2",8706.919921875
1,40,80,"2","3","2","1","4","1","1",3200
1,36,40,"0","3","4","1","2","1","10",8907.8486328125
1,26,2,"2","4","2","1","13","2","2",3834.0349121094
1,26,65,"3","4","7","1","6","2","8",14560
2,16,30,"0","5","9","1","3","3","1",2125.1704101563
2,57,5,"1","2","3","1","17","1","2",8715.962890625
1,59,40,"1","2","3","1","3","2","2",18500
1,47,37,"2","3","12","1","6","2","3",12123.119140625
1,54,38,"0","2","7","1","10","2","2",9728.2802734375
1,59,40,"1","2","7","1","18","2","2",21124.755859375
2,23,35,"0","2","6","1","1","7","2",11030.2197265625
2,26,37,"2","2","2","1","14","7","11",4926.33203125
2,41,19,"1","5","8","1","6","2","1",3279.2954101563
2,56,25,"1","2","8","1","7","1","1",6913.1801757813
2,22,37,"1","2","4","1","15","7","3",8463.46484375
2,53,35,"2","2","4","1","3","1","2",21324.4921875
2,47,16,"1","2","12","1","6","2","3",2209.1999511719
2,36,20,"1","4","12","1","18","2","2",4541.5317382813
2,29,36,"1","2","6","1","18","2","2",9908.5
2,50,8,"3","3","12","1","3","2","1",1925.5
2,51,16,"1","2","12","1","12","1","1",1640
1,31,37,"2","2","7","1","3","2","1",14621.443359375
1,28,37,"2","2","12","1","17","2","1",9731.3359375
2,47,40,"2","4","3","1","3","2","1",16549.47265625
2,42,15,"1","4","12","1","3","2","2",4507.30859375
1,28,39,"1","2","4","1","18","2","2",11854.099609375
2,18,35,"2","4","6","1","5","2","3",294.0853271484
1,53,39,"2","4","4","1","4","5","8",10036
1,31,38,"1","4","9","1","7","3","2",14345.912109375
1,16,40,"2","5","9","1","5","6","11",1406.7962646484
1,17,11,"3","4","7","1","6","2","1",517.2088012695
2,45,35,"1","4","8","1","18","2","4",7446.767578125
2,17,5,"0","3","7","1","3","2","1",1619
1,33,40,"1","4","7","1","11","4","2",7017.599609375
2,60,37,"1","3","12","1","3","1","1",8831.0927734375
1,60,39,"2","4","12","1","6","1","2",8008
2,18,38,"1","5","4","1","5","2","10",1625.1129150391
2,52,37,"2","2","5","1","17","1","2",17289.658203125
2,24,37,"2","2","4","1","5","2","1",11404.619140625
1,37,39,"2","2","4","1","12","1","3",14380
1,17,11,"2","3","7","1","3","1","3",1464
2,33,35,"1","4","2","1","11","4","2",7350.2182617188
1,19,47,"0","3","7","1","15","3","8",2316.8823242188
1,57,37,"2","3","7","1","6","1","8",10761.265625
1,36,39,"0","4","9","1","3","2","2",11729.66015625
1,31,35,"2","2","7","1","3","2","10",9443.208984375
1,19,39,"2","3","7","1","4","2","10",7966.1962890625
1,59,39,"1","2","12","1","5","1","3",19336.7890625
1,45,36,"2","4","4","1","16","2","2",15602.2197265625
1,46,40,"1","4","12","1","8","1","2",15674.400390625
2,22,37,"2","3","9","1","9","3","10",6467.0185546875
1,54,38,"1","3","7","1","18","3","2",9101.294921875
1,53,37,"1","3","1","1","4","2","1",19217.15234375
2,42,40,"2","2","8","1","3","2","1",11000
2,28,38,"1","2","8","1","12","2","2",6004.619140625
1,55,39,"3","3","7","1","1","1","2",20000
1,44,41,"2","6","7","5","7","2","2",9616.4599609375
2,51,37,"1","2","12","1","4","2","1",9330.716796875
1,48,37,"2","2","4","1","6","1","3",14225.1962890625
2,34,25,"2","3","2","5","3","2","2",8792.93359375
2,27,39,"1","2","2","1","8","7","2",13149.63671875
2,32,39,"2","2","7","4","3","2","3",11363.0888671875
1,41,37,"2","4","4","1","4","2","1",28323.4765625
2,23,37,"3","3","7","1","3","7","2",7891.7783203125
2,40,6,"2","5","8","1","8","2","2",1604.8557128906
2,34,20,"1","4","12","1","8","3","2",3791.5600585938
2,28,10,"2","4","12","1","6","2","2",3124.0339355469
2,25,35,"0","3","7","1","12","3","2",6448.9609375
2,18,40,"3","3","7","1","2","1","2",7272.1098632813
1,55,37,"1","2","10","1","4","1","1",13725.400390625
2,29,37,"0","2","7","2","7","3","10",8083
1,38,35,"2","4","6","1","4","2","1",26943.283203125
2,58,41,"1","3","12","1","17","2","2",10436.947265625
2,45,20,"1","4","12","1","8","2","1",3917.7260742188
1,21,40,"0","4","12","1","6","3","10",4823.7265625
2,27,15,"2","4","5","1","17","2","3",10373.0361328125
2,55,29,"1","2","12","1","9","3","2",6240
2,58,43,"1","2","12","1","1","2","1",12414.6123046875
1,26,39,"1","3","11","1","10","2","2",9148.560546875
2,44,10,"1","4","12","1","7","2","1",2621.4599609375
1,46,39,"0","3","12","1","8","2","2",11771.4521484375
1,47,37,"3","5","7","1","2","2","1",20107.62109375
2,39,23,"2","6","3","1","13","2","1",9595.615234375
2,38,26,"2","4","6","1","8","2","1",3317.791015625
1,23,38,"1","1","6","1","4","2","1",12399.6962890625
2,37,40,"2","4","12","1","14","2","2",4681.158203125
1,51,36,"1","1","6","1","2","2","1",10368.783203125
2,22,35,"1","2","6","1","14","2","2",7017.001953125
1,49,37,"1","4","7","1","13","2","2",13465.099609375
2,44,28,"1","3","7","1","4","2","2",14240.11328125
2,46,24,"3","3","2","1","6","2","3",2027.080078125
1,46,35,"1","2","6","1","15","2","1",22582.8359375
2,40,8,"1","6","12","1","2","2","1",6806.6259765625
2,28,24,"1","2","12","1","17","3","2",11513.4375
1,34,60,"1","2","7","1","18","6","1",5369.1103515625
1,27,39,"0","4","12","1","13","3","2",9540.861328125
2,32,19,"1","2","7","1","17","2","2",5535.740234375
1,46,37,"1","4","12","1","18","2","2",9496.923828125
2,48,20,"2","3","7","1","4","2","1",5942.1708984375
2,41,28,"3","4","12","1","13","1","10",3516.4436035156
2,38,39,"1","5","12","1","18","2","10",1153.5579833984
1,33,39,"1","3","12","1","4","1","10",6653.7197265625
2,51,17,"0","2","4","1","5","1","3",4625.4780273438
1,55,20,"1","2","6","1","13","1","2",7568.4213867188
1,37,37,"0","4","7","1","11","3","2",9048
1,49,40,"2","2","8","1","14","2","2",19381.376953125
1,46,37,"1","3","6","1","6","2","2",12592.8408203125
1,17,9,"2","3","7","1","3","2","1",943.700012207
1,48,39,"1","3","10","1","7","1","2",13853
1,49,37,"2","3","12","1","2","2","2",11625.9619140625
1,41,44,"1","2","12","1","15","2","2",12020.509765625
2,39,36,"2","4","6","1","18","2","4",3666.9311523438
2,24,37,"1","3","7","1","3","2","2",3577.9326171875
1,37,38,"1","2","7","1","5","2","2",14634.400390625
2,38,20,"2","4","2","1","6","2","3",3840.4072265625
1,46,37,"1","4","4","1","5","2","1",15599.17578125
1,24,49,"2","2","6","1","3","2","1",15897.3564453125
1,43,40,"2","2","12","1","5","2","1",9177
1,26,39,"0","2","9","1","1","2","10",8081
2,33,16,"1","4","12","1","3","2","1",3691.7666015625
2,38,25,"2","4","8","1","6","2","2",5723.7807617188
2,45,40,"1","3","7","1","18","2","4",11034.2529296875
1,27,39,"1","2","9","1","10","3","2",6386.7197265625
2,36,39,"1","1","4","1","13","2","1",8568.3212890625
2,40,39,"1","3","7","1","18","3","2",11675.08984375
1,32,37,"1","4","7","1","8","2","1",12795.2001953125
1,34,37,"1","4","12","1","17","3","2",8333
1,21,39,"1","5","7","1","10","3","2",8195.931640625
1,42,40,"0","2","12","1","3","2","2",7434.0600585938
2,25,25,"2","3","9","3","1","7","10",3129.2624511719
1,56,35,"1","1","7","1","3","2","1",10676
2,18,6,"2","3","6","1","3","2","1",540.3143310547
2,34,40,"2","2","2","1","6","2","3",11317.7607421875
2,43,37,"1","3","2","9","2","2","2",13026.267578125
2,31,50,"3","2","1","1","4","2","3",29615.7421875
1,45,39,"2","4","7","1","8","2","1",10716.060546875
1,37,35,"1","5","2","1","8","2","3",1813.076171875
2,32,36,"1","1","2","1","18","2","2",21302.236328125
1,22,37,"2","3","4","1","6","2","1",10233.515625
1,73,5,"0","1","12","1","9","1","1",6182.302734375
2,32,18,"0","4","7","1","1","4","2",3396.4790039063
2,22,37,"2","5","7","1","14","2","1",12179.4794921875
1,35,40,"2","3","4","1","11","2","1",15600
1,31,35,"1","2","2","1","1","2","1",27780
2,41,37,"0","1","12","1","18","4","4",6373.2890625
1,25,40,"2","2","2","1","16","7","2",13474.427734375
1,18,27,"1","4","7","1","15","2","2",1950
1,46,39,"1","2","6","1","4","2","1",16055.890625
1,42,60,"2","5","12","1","3","2","1",17525.427734375
1,59,39,"3","3","12","1","3","2","2",13699.19921875
2,49,25,"1","3","12","1","4","1","2",3763.9609375
2,44,31,"3","4","12","1","13","2","3",5650.5698242188
2,48,40,"1","2","12","1","1","2","10",5432.5307617188
2,56,35,"2","2","7","1","3","2","1",8820.8984375
2,42,27,"3","3","8","1","14","2","2",7097.599609375
1,24,40,"0","1","12","1","18","7","4",5801.4755859375
1,46,65,"2","4","1","1","1","1","2",8346.3740234375
1,28,39,"2","4","9","1","4","2","3",14492.017578125
1,42,37,"2","4","6","1","6","2","1",26564.3984375
1,28,40,"1","2","2","1","11","2","2",7237.6215820313
1,40,30,"1","4","12","1","17","3","2",6708.4418945313
1,40,35,"1","2","7","1","6","2","3",14538.359375
2,41,20,"1","4","7","1","4","2","1",4575.9125976563
1,20,52,"3","5","6","1","8","2","8",4147.4555664063
1,36,40,"0","1","4","1","1","2","3",28811.546875
2,33,16,"2","4","2","1","9","2","2",9488.4658203125
2,30,35,"2","2","4","1","3","2","3",17466.81640625
1,41,40,"2","4","7","1","8","2","2",7932.9287109375
2,44,21,"2","3","12","1","2","2","2",5779.5849609375
2,26,35,"1","4","4","1","8","6","1",4088.7351074219
2,50,40,"1","5","12","1","17","3","2",4860.455078125
1,45,40,"1","5","12","1","10","2","1",13308.0419921875
1,26,40,"0","2","2","1","15","2","2",9542.3125
